Date,Time,Content,From
20/09/19, 12:09:30 AM, u also dnt like urself?, $h@lin!
20/09/19, 12:09:38 AM, that much bad u are🤮🤮, $h@lin!
20/09/19, 12:09:39 AM, i do, Mr. Buddy
20/09/19, 12:10:02 AM, why u like urself, $h@lin!
20/09/19, 12:26:23 AM, otp please, $h@lin!
20/09/19, 12:26:45 AM, slept??, $h@lin!
20/09/19, 12:26:46 AM, 687945, Mr. Buddy
20/09/19, 12:33:49 AM, thank you for all ur die hard help.... go to sleep and dnt forget to distrub! good night machu take care if u want👻, $h@lin!
20/09/19, 7:20:42 AM, good morning, Mr. Buddy
20/09/19, 7:21:53 AM, hey cross check with loki, $h@lin!
20/09/19, 7:22:14 AM, if he come late.. u come with dada and take my vehicle, $h@lin!
20/09/19, 8:09:12 AM, no man u go with dada, Mr. Buddy
20/09/19, 8:09:25 AM, i ll go with him, $h@lin!
20/09/19, 8:09:35 AM, if loki gets late u take my vehicle, $h@lin!
20/09/19, 9:00:55 AM, where are you, $h@lin!
20/09/19, 9:06:56 AM, helllo man!, $h@lin!
20/09/19, 9:37:28 AM, it is 3rd floor, $h@lin!
20/09/19, 9:45:12 AM, u have to check in also, $h@lin!
20/09/19, 1:20:52 PM, careful with blazer, $h@lin!
20/09/19, 6:41:11 PM, did anyone recorded the skit?, $h@lin!
20/09/19, 6:41:36 PM, congratulations man🤗, $h@lin!
20/09/19, 6:51:11 PM, reached?, $h@lin!
20/09/19, 6:52:03 PM, no man on tge way, Mr. Buddy
20/09/19, 6:52:07 PM, you reached???, Mr. Buddy
20/09/19, 6:52:11 PM, thank you, Mr. Buddy
20/09/19, 6:52:42 PM, we just started, $h@lin!
20/09/19, 6:52:58 PM, only thank you?!, $h@lin!
20/09/19, 6:54:00 PM, then???, Mr. Buddy
20/09/19, 6:54:15 PM, 🤔, $h@lin!
20/09/19, 6:54:19 PM, keep my hoodie safe, Mr. Buddy
20/09/19, 6:54:28 PM, i ll wear🤣🤣🤣, $h@lin!
20/09/19, 6:55:00 PM, dnt worry i ll not, $h@lin!
20/09/19, 6:55:07 PM, i just my jacket, $h@lin!
20/09/19, 6:55:12 PM, got*, $h@lin!
20/09/19, 6:55:35 PM, may be ur hoodies ll become my whole dress, $h@lin!
20/09/19, 6:56:08 PM, shall i give it to dad, $h@lin!
20/09/19, 6:56:22 PM, dada*, $h@lin!
20/09/19, 7:03:50 PM, anyone recorded the skit???, $h@lin!
20/09/19, 7:04:12 PM, no monday i'll get it, Mr. Buddy
20/09/19, 7:04:25 PM, anyone recorded at least??, $h@lin!
20/09/19, 7:05:01 PM, for what u saying? video or hoodies, $h@lin!
20/09/19, 7:05:23 PM, hoodie, Mr. Buddy
20/09/19, 7:05:38 PM, what about video?, $h@lin!
20/09/19, 7:05:48 PM, no one recorded?, $h@lin!
20/09/19, 7:08:14 PM, may be shubam have taken!, $h@lin!
20/09/19, 7:08:31 PM, ok leave u reach safe, $h@lin!
20/09/19, 7:37:35 PM, i hate you man, $h@lin!
20/09/19, 8:01:00 PM, y, Mr. Buddy
20/09/19, 8:02:31 PM, because i don’t like u, $h@lin!
20/09/19, 8:03:16 PM, dada asked ur hoodie ...i thought he can’t carry so i said ll bring on monday, $h@lin!
20/09/19, 8:05:17 PM, u didn’t watch my dance😪, $h@lin!
20/09/19, 8:05:28 PM, we didn’t take selfie, $h@lin!
20/09/19, 8:06:38 PM, now u ll be in the next level👀.. i ll not be ur frd anymore 😏, $h@lin!
20/09/19, 8:07:14 PM, cheater, $h@lin!
‎20/09/19, 8:09:58 PM, MediaShared, $h@lin!
‎20/09/19, 8:10:10 PM, MediaShared, $h@lin!
20/09/19, 8:11:09 PM, i couldn’t smile.. it is looking very backwas🤢🤧 it’s all because of u, $h@lin!
20/09/19, 8:13:59 PM, hosting was good man! ok take rest and enjoy the moment... i had told u rgt...⭐️ of tb but how could they give it for this dumbest person 🧐, $h@lin!
20/09/19, 8:23:28 PM, what level, Mr. Buddy
20/09/19, 8:30:23 PM, most wanted🤣, $h@lin!
20/09/19, 8:30:53 PM, i know u are not like that.. just trying to pull ur legs, $h@lin!
20/09/19, 8:31:10 PM, i’m so happy 🤗, $h@lin!
20/09/19, 8:32:14 PM, i know u only get it🤣.. so tuesday kfc fixed👻, $h@lin!
‎20/09/19, 8:34:56 PM, MediaShared, $h@lin!
‎20/09/19, 8:36:28 PM, ‎untitled ‎document omitted, $h@lin!
‎20/09/19, 8:37:24 PM, ‎untitled ‎document omitted, $h@lin!
‎20/09/19, 8:37:24 PM, ‎untitled ‎document omitted, $h@lin!
‎20/09/19, 8:38:11 PM, ‎untitled ‎document omitted, $h@lin!
‎20/09/19, 8:38:11 PM, ‎untitled ‎document omitted, $h@lin!
‎20/09/19, 8:38:11 PM, ‎untitled ‎document omitted, $h@lin!
‎20/09/19, 8:38:11 PM, ‎untitled ‎document omitted, $h@lin!
20/09/19, 8:38:22 PM, how it is visible for u in android?, $h@lin!
‎20/09/19, 8:44:02 PM, MediaShared, $h@lin!
‎20/09/19, 8:44:03 PM, MediaShared, $h@lin!
‎20/09/19, 8:44:03 PM, MediaShared, $h@lin!
‎20/09/19, 8:44:04 PM, MediaShared, $h@lin!
‎20/09/19, 8:44:04 PM, MediaShared, $h@lin!
‎20/09/19, 8:44:05 PM, MediaShared, $h@lin!
20/09/19, 8:47:12 PM, 👫😍👊, $h@lin!
20/09/19, 9:12:04 PM, had dinner??, Mr. Buddy
20/09/19, 9:17:58 PM, no, $h@lin!
20/09/19, 9:18:02 PM, u had?, $h@lin!
20/09/19, 9:18:19 PM, couldn’t have anything in the afternoon because of that water😭, $h@lin!
20/09/19, 9:52:00 PM, u got ur shades??, $h@lin!
20/09/19, 9:52:06 PM, i have the box, $h@lin!
‎20/09/19, 10:04:32 PM, MediaShared, $h@lin!
20/09/19, 10:10:10 PM, can i post this one?, $h@lin!
20/09/19, 10:29:59 PM, u remember we had a bet now i won... half of cash price is mine😝, $h@lin!
20/09/19, 11:36:45 PM, i know u have not even downloaded the pics.. ignore the spam.. good night take care machu 👊 hate you, $h@lin!
21/09/19, 8:28:04 AM, good morning, Mr. Buddy
21/09/19, 11:55:17 AM, good morning, $h@lin!
21/09/19, 11:55:26 AM, going home?, $h@lin!
21/09/19, 12:12:25 PM, https://photos.app.goo.gl/erpaksxcrrt3rpcja, $h@lin!
21/09/19, 12:13:34 PM, i don’t want to spam with pics! if u want i ll send, $h@lin!
‎21/09/19, 12:15:48 PM, MediaShared, $h@lin!
‎21/09/19, 12:15:48 PM, MediaShared, $h@lin!
‎21/09/19, 12:15:48 PM, MediaShared, $h@lin!
‎21/09/19, 12:15:48 PM, MediaShared, $h@lin!
‎21/09/19, 12:15:48 PM, MediaShared, $h@lin!
21/09/19, 12:20:57 PM, check in group pic🤣, $h@lin!
21/09/19, 12:21:06 PM, who is standing behind me, $h@lin!
21/09/19, 12:21:21 PM, i’m seeing now, $h@lin!
21/09/19, 12:21:22 PM, your crush, Mr. Buddy
21/09/19, 12:21:41 PM, 🙄, $h@lin!
21/09/19, 12:22:03 PM, i didn’t know that he is standing there, $h@lin!
21/09/19, 12:22:08 PM, he is not my crush, $h@lin!
21/09/19, 12:23:01 PM, u didn’t recognise the dumb person sitting infront of me, $h@lin!
‎21/09/19, 12:23:24 PM, MediaShared, $h@lin!
21/09/19, 12:27:04 PM, i want one permission, $h@lin!
21/09/19, 12:27:47 PM, ??!, Mr. Buddy
21/09/19, 12:28:10 PM, can i use this pic?, $h@lin!
21/09/19, 12:28:18 PM, as???, Mr. Buddy
21/09/19, 12:28:32 PM, i ll not say, $h@lin!
21/09/19, 12:28:36 PM, no, Mr. Buddy
21/09/19, 12:28:49 PM, and this is very funny 🤣🤣🤣🤣🤣, $h@lin!
21/09/19, 12:29:09 PM, hmm, Mr. Buddy
‎21/09/19, 12:29:10 PM, ‎gif omitted, $h@lin!
21/09/19, 12:29:37 PM, say yes, $h@lin!
21/09/19, 12:30:22 PM, if i look at the pic only i feel like laughing.. u justgiving hmmm expression 🙄, $h@lin!
21/09/19, 12:31:00 PM, kinda ur dialogue 🤣, $h@lin!
21/09/19, 12:32:22 PM, what they have given is not hoodies!! it’s just normal sweatshirt, $h@lin!
21/09/19, 12:38:29 PM, ok i ll say🙄 maybe insta?!, $h@lin!
21/09/19, 12:38:38 PM, no, Mr. Buddy
21/09/19, 12:38:48 PM, why, $h@lin!
21/09/19, 12:39:05 PM, because i'm also there, Mr. Buddy
21/09/19, 12:39:26 PM, u are my friend know, $h@lin!
21/09/19, 12:40:04 PM, i loved that pic so, $h@lin!
21/09/19, 12:40:17 PM, no, Mr. Buddy
21/09/19, 12:40:52 PM, i wanted to ask something yesterday only, $h@lin!
21/09/19, 12:40:58 PM, was i looking odd??!, $h@lin!
21/09/19, 12:41:06 PM, no, Mr. Buddy
21/09/19, 12:41:17 PM, i mean something odd!, $h@lin!
21/09/19, 12:42:01 PM, because some ppl looking at me like that, $h@lin!
21/09/19, 12:44:31 PM, it something up!! ok leave that u dnt understand ... ok i ll not put ur pic anywhere 🥺, $h@lin!
21/09/19, 1:21:23 PM, u got ur shades?, $h@lin!
21/09/19, 1:21:36 PM, yes, Mr. Buddy
21/09/19, 1:22:02 PM, good, $h@lin!
21/09/19, 1:22:16 PM, ???, Mr. Buddy
21/09/19, 1:22:18 PM, what u doing, $h@lin!
21/09/19, 1:22:27 PM, sleeping, Mr. Buddy
21/09/19, 1:22:34 PM, it was on the table so, $h@lin!
21/09/19, 1:22:47 PM, and moving from one person to another 🤣, $h@lin!
21/09/19, 1:22:57 PM, food?, $h@lin!
21/09/19, 1:24:17 PM, in the group.. as a whole urs and mine colours are looking so bright 😬 👫 see emoji as red and blue🤣, $h@lin!
21/09/19, 1:24:42 PM, 😂😂😂😂, Mr. Buddy
21/09/19, 1:25:39 PM, unexpectedly we are matching 🤣 though it looks very 😂, $h@lin!
21/09/19, 1:26:09 PM, did u come out of the surprise? or still in the hangover, $h@lin!
21/09/19, 1:38:30 PM, no, Mr. Buddy
21/09/19, 1:41:15 PM, no for what!, $h@lin!
21/09/19, 1:41:26 PM, not in any hangover, Mr. Buddy
21/09/19, 1:41:38 PM, then treat treat, $h@lin!
21/09/19, 1:42:17 PM, now u can buy iwatch for me😝, $h@lin!
21/09/19, 1:42:35 PM, 😲😲😲😲, Mr. Buddy
21/09/19, 1:42:44 PM, and the bet, $h@lin!
21/09/19, 1:43:02 PM, what bet, Mr. Buddy
21/09/19, 1:43:08 PM, remember, $h@lin!
21/09/19, 1:43:37 PM, when u said this time they ll not give since u got last time, $h@lin!
21/09/19, 1:43:46 PM, i said u ll get and we had a bet, $h@lin!
21/09/19, 1:44:01 PM, 🤨🤨🤨🤔, Mr. Buddy
‎21/09/19, 1:44:04 PM, ‎gif omitted, $h@lin!
21/09/19, 1:44:46 PM, go flashback, $h@lin!
21/09/19, 1:46:17 PM, now order food for me😋, $h@lin!
21/09/19, 1:46:42 PM, i still didn't get it, Mr. Buddy
21/09/19, 1:46:51 PM, i don’t know, $h@lin!
21/09/19, 1:47:03 PM, i want food now, $h@lin!
21/09/19, 1:47:08 PM, u said about laptop?!, Mr. Buddy
21/09/19, 1:47:19 PM, 🥺, $h@lin!
21/09/19, 1:47:27 PM, why u remembering that, $h@lin!
21/09/19, 1:47:41 PM, wait...what about laptop, $h@lin!
21/09/19, 1:47:44 PM, u said??!, Mr. Buddy
21/09/19, 1:47:59 PM, no😪, $h@lin!
21/09/19, 1:48:11 PM, hmm, Mr. Buddy
21/09/19, 1:48:13 PM, u ll help me fix it, $h@lin!
21/09/19, 1:48:18 PM, i ll tell monday, $h@lin!
21/09/19, 1:48:31 PM, fix how?!, Mr. Buddy
21/09/19, 1:48:36 PM, i don’t know, $h@lin!
21/09/19, 1:48:42 PM, dnt change the topic, $h@lin!
21/09/19, 1:48:52 PM, that cannot be fixed an all man..., Mr. Buddy
21/09/19, 1:49:08 PM, in repair shop?, $h@lin!
21/09/19, 1:49:22 PM, how will they do that an all, Mr. Buddy
21/09/19, 1:49:42 PM, just guessing, $h@lin!
21/09/19, 1:50:33 PM, it is dented know🧐 with hammer they can fix?, $h@lin!
21/09/19, 1:50:46 PM, i don't know, Mr. Buddy
21/09/19, 1:53:04 PM, have to find a way to fix it, $h@lin!
21/09/19, 1:53:14 PM, i ll show u on monday, $h@lin!
21/09/19, 1:53:48 PM, it is my baby know🥺, $h@lin!
21/09/19, 1:54:03 PM, u brooke your bby 😂, Mr. Buddy
21/09/19, 1:54:05 PM, and moreover i have to return it like how i got from them, $h@lin!
21/09/19, 1:54:21 PM, hmm, Mr. Buddy
21/09/19, 1:54:37 PM, 😪😪😪i didn’t but i shouldn’t have let my baby alone, $h@lin!
21/09/19, 1:56:53 PM, now that laptop is in my name😭, $h@lin!
21/09/19, 1:57:00 PM, ur laptop was not closed, $h@lin!
21/09/19, 1:57:13 PM, keep it safe, $h@lin!
21/09/19, 1:57:25 PM, hmmmm yes..., Mr. Buddy
21/09/19, 1:57:39 PM, for a bent an all they will not say anything, Mr. Buddy
21/09/19, 1:57:41 PM, i closed it but take care of ur baby, $h@lin!
21/09/19, 1:57:54 PM, that's not baby an all, Mr. Buddy
21/09/19, 1:57:54 PM, bad impression 😭, $h@lin!
21/09/19, 1:58:11 PM, then which is ur baby, $h@lin!
21/09/19, 1:58:29 PM, see my old laptop when i got it it was already broken and dent...so i think this has happened alrdy, Mr. Buddy
21/09/19, 1:58:31 PM, kinda baby only which u have to take care of😝, $h@lin!
21/09/19, 1:59:01 PM, really 🧐 then, $h@lin!
21/09/19, 1:59:28 PM, how was yesterday, $h@lin!
21/09/19, 1:59:56 PM, no no not this one, Mr. Buddy
21/09/19, 2:00:10 PM, the laptop which i got when i joined this company, Mr. Buddy
21/09/19, 2:00:10 PM, it was full of activities and we didn’t get time for each other, $h@lin!
21/09/19, 2:00:50 PM, ha understood... this one is shruthi’s rgt, $h@lin!
21/09/19, 2:02:12 PM, yes, Mr. Buddy
21/09/19, 2:02:17 PM, she gave it to me, Mr. Buddy
21/09/19, 2:02:37 PM, order food, $h@lin!
21/09/19, 2:02:41 PM, i’m hungry, $h@lin!
21/09/19, 2:03:04 PM, i'll oder fo myself, Mr. Buddy
21/09/19, 2:03:11 PM, not fit you, Mr. Buddy
21/09/19, 2:03:21 PM, 🥺, $h@lin!
21/09/19, 2:03:36 PM, i hate you, $h@lin!
21/09/19, 2:03:52 PM, such a conjus, $h@lin!
21/09/19, 2:04:09 PM, yes, Mr. Buddy
21/09/19, 2:04:22 PM, for me also!?, $h@lin!
21/09/19, 2:04:23 PM, ohw then you oder for me, Mr. Buddy
21/09/19, 2:04:34 PM, ha what u want, $h@lin!
21/09/19, 2:04:50 PM, i want 12 kfc chicken bucket, Mr. Buddy
21/09/19, 2:04:56 PM, bucketd, Mr. Buddy
21/09/19, 2:05:05 PM, kfc not available to my location to order, $h@lin!
‎21/09/19, 2:05:47 PM, MediaShared, $h@lin!
21/09/19, 2:07:45 PM, i asked to odee for me, Mr. Buddy
21/09/19, 2:08:05 PM, i should get restaurant to order know, $h@lin!
21/09/19, 2:08:25 PM, ok come to kfc i ll buy one bucket, $h@lin!
21/09/19, 2:14:04 PM, no, Mr. Buddy
21/09/19, 2:14:23 PM, then order for me, $h@lin!
21/09/19, 2:19:33 PM, i will not, Mr. Buddy
21/09/19, 2:19:55 PM, 🥺, $h@lin!
21/09/19, 2:20:01 PM, i hate you, $h@lin!
21/09/19, 2:20:15 PM, send ur location i ll only order, $h@lin!
21/09/19, 2:20:21 PM, u had food or not?, $h@lin!
21/09/19, 2:20:50 PM, no i'll go and have, Mr. Buddy
21/09/19, 2:22:00 PM, then order for me🤣, $h@lin!
21/09/19, 2:22:10 PM, nope, Mr. Buddy
21/09/19, 2:22:12 PM, or i ll also where u go, $h@lin!
21/09/19, 2:22:39 PM, how will you know where i go, Mr. Buddy
21/09/19, 2:22:52 PM, u ll tell know, $h@lin!
21/09/19, 2:23:00 PM, no, Mr. Buddy
21/09/19, 2:23:20 PM, for ur frd?, $h@lin!
21/09/19, 2:23:30 PM, u dnt give party to ur frd??, $h@lin!
21/09/19, 2:23:36 PM, u enemy, Mr. Buddy
21/09/19, 2:23:45 PM, 👿, $h@lin!
21/09/19, 2:24:00 PM, first u should give treat to ur enemy only, $h@lin!
21/09/19, 2:24:10 PM, party when money comes, Mr. Buddy
21/09/19, 2:24:34 PM, i ll give money u give party, $h@lin!
21/09/19, 2:24:44 PM, no need, Mr. Buddy
21/09/19, 2:25:32 PM, excuse me, $h@lin!
21/09/19, 2:25:47 PM, u have to send it back when u get, $h@lin!
21/09/19, 2:25:50 PM, 🤣🤣🤣, $h@lin!
21/09/19, 2:25:53 PM, no, Mr. Buddy
21/09/19, 2:26:08 PM, it’s fine for my enemy i llspend money, $h@lin!
21/09/19, 2:26:13 PM, but i’m hungry now, $h@lin!
21/09/19, 2:26:40 PM, oder karo eat karo, Mr. Buddy
21/09/19, 2:28:05 PM, tu order karl, $h@lin!
21/09/19, 2:28:09 PM, karo *, $h@lin!
21/09/19, 2:29:02 PM, 😱are u scolding me??, $h@lin!
21/09/19, 2:29:13 PM, no i said not me you do, Mr. Buddy
21/09/19, 2:29:32 PM, i ll eat tu order karo, $h@lin!
21/09/19, 2:32:31 PM, i know u dnt do, $h@lin!
21/09/19, 2:32:56 PM, such a conjus enemy, $h@lin!
21/09/19, 2:33:36 PM, #just kidding dnt take our conversation serious, $h@lin!
21/09/19, 2:49:54 PM, ok i will not take you seriously, Mr. Buddy
21/09/19, 2:50:17 PM, what!!!, $h@lin!
21/09/19, 2:50:33 PM, did u ever taken me serious🤔, $h@lin!
21/09/19, 2:51:10 PM, no, Mr. Buddy
21/09/19, 2:51:36 PM, see👊 enemies, $h@lin!
21/09/19, 2:51:47 PM, ‎you deleted this message., $h@lin!
21/09/19, 2:52:11 PM, ‎you deleted this message., $h@lin!
21/09/19, 3:02:57 PM, one thing to clear he is not crush or anything... just for fun i said., $h@lin!
‎21/09/19, 3:05:48 PM, MediaShared, $h@lin!
21/09/19, 11:09:43 PM, pubg ?, $h@lin!
21/09/19, 11:13:31 PM, noo, Mr. Buddy
21/09/19, 11:13:46 PM, quoted?, $h@lin!
21/09/19, 11:13:55 PM, quit?, $h@lin!
21/09/19, 11:13:57 PM, ??!, Mr. Buddy
21/09/19, 11:14:06 PM, no internet slow, Mr. Buddy
21/09/19, 11:14:15 PM, where are you, $h@lin!
21/09/19, 11:14:37 PM, room, Mr. Buddy
21/09/19, 11:14:49 PM, didn’t go home😱, $h@lin!
21/09/19, 11:14:57 PM, no, Mr. Buddy
21/09/19, 11:15:06 PM, what about ur jio fi, $h@lin!
21/09/19, 11:15:12 PM, home, Mr. Buddy
21/09/19, 11:15:48 PM, u should go home rgt, $h@lin!
21/09/19, 11:16:46 PM, they would be happy anyway ur wish.. had food at least, $h@lin!
21/09/19, 11:17:04 PM, didn’t order me anything 🥺 hate you 👿, $h@lin!
21/09/19, 11:17:39 PM, iphone 11 pre-order got opened in flipkart, Mr. Buddy
21/09/19, 11:20:22 PM, 😍, $h@lin!
21/09/19, 11:20:33 PM, u are ordering for me😱, $h@lin!
21/09/19, 11:20:40 PM, lowest price 99k, Mr. Buddy
21/09/19, 11:21:00 PM, i can’t believe, $h@lin!
21/09/19, 11:21:18 PM, iphone x only was more in lacs, $h@lin!
21/09/19, 11:23:00 PM, buy me then😛, $h@lin!
21/09/19, 11:27:55 PM, yes after 99 years, Mr. Buddy
21/09/19, 11:28:11 PM, 🤨, $h@lin!
21/09/19, 11:28:19 PM, for that i should be alive, $h@lin!
21/09/19, 11:28:47 PM, after 99 years, Mr. Buddy
21/09/19, 11:28:58 PM, will u be alive?, $h@lin!
21/09/19, 11:29:32 PM, if we both are alive u should remember this and buy me, $h@lin!
21/09/19, 11:29:45 PM, make 99 days/months, $h@lin!
21/09/19, 11:30:22 PM, 99 years, Mr. Buddy
21/09/19, 11:30:51 PM, ok 99k days, Mr. Buddy
21/09/19, 11:31:03 PM, k is by mistake, $h@lin!
21/09/19, 11:31:10 PM, no, Mr. Buddy
21/09/19, 11:31:12 PM, 99days, $h@lin!
21/09/19, 11:31:17 PM, not a mistake, Mr. Buddy
21/09/19, 11:31:24 PM, it's 99k days, Mr. Buddy
21/09/19, 11:31:49 PM, 🤨, $h@lin!
21/09/19, 11:32:02 PM, 99k hours, $h@lin!
21/09/19, 11:32:30 PM, make it 99k hours/minutes/seconds, $h@lin!
21/09/19, 11:39:28 PM, one or the other day u ll buy😛, $h@lin!
22/09/19, 9:10:10 AM, good morning, Mr. Buddy
22/09/19, 12:22:49 PM, good afternoon, $h@lin!
‎22/09/19, 12:26:42 PM, MediaShared, $h@lin!
22/09/19, 12:57:44 PM, machu skit video?!, $h@lin!
22/09/19, 1:41:08 PM, check ur internet to play pubg 🥺, $h@lin!
22/09/19, 3:25:05 PM, no man, Mr. Buddy
22/09/19, 3:25:08 PM, slow, Mr. Buddy
22/09/19, 3:26:52 PM, make it work fast, $h@lin!
22/09/19, 4:57:23 PM, hate you slow potato 👊, $h@lin!
22/09/19, 5:03:31 PM, just for 65😱, $h@lin!
Apple iPhone 11 (Black, 64 GB),,
https://dl.flipkart.com/dl/apple-iphone-11-black-64-gb/p/itm0f37c2240b217?pid=MOBFKCTSVZAXUHGR&cmpid=product.share.pp,,,
22/09/19, 5:04:20 PM, haaa, Mr. Buddy
22/09/19, 5:04:24 PM, while announcing only they said na, Mr. Buddy
22/09/19, 5:04:28 PM, it will start from 60, Mr. Buddy
22/09/19, 5:04:48 PM, seriously 60????, $h@lin!
22/09/19, 5:04:55 PM, i thought 90, $h@lin!
22/09/19, 5:04:57 PM, yes, Mr. Buddy
22/09/19, 5:05:06 PM, but seriously 60😭, $h@lin!
22/09/19, 5:05:17 PM, but only 64 gb, Mr. Buddy
22/09/19, 5:05:24 PM, that too 64 fb, $h@lin!
22/09/19, 5:05:35 PM, why so?, $h@lin!
22/09/19, 5:05:46 PM, 64 is less, Mr. Buddy
22/09/19, 5:06:31 PM, they could give 256 for 80/90, $h@lin!
22/09/19, 5:07:07 PM, i phone pro is costly, $h@lin!
22/09/19, 5:07:25 PM, just for 64 it is 99, $h@lin!
22/09/19, 5:07:58 PM, ha, Mr. Buddy
22/09/19, 5:08:19 PM, buy one then, $h@lin!
22/09/19, 5:08:30 PM, 256 is for 79, $h@lin!
22/09/19, 5:08:49 PM, no i may buy k20 pro, Mr. Buddy
22/09/19, 5:09:24 PM, what about guitar?, $h@lin!
22/09/19, 5:09:35 PM, some other time, Mr. Buddy
22/09/19, 5:09:52 PM, samsung?, $h@lin!
22/09/19, 5:09:59 PM, no, Mr. Buddy
22/09/19, 5:10:07 PM, that new one, $h@lin!
22/09/19, 5:10:16 PM, k20 has sd 855, Mr. Buddy
22/09/19, 5:10:35 PM, which color u are going to buy, $h@lin!
22/09/19, 5:10:45 PM, white, Mr. Buddy
22/09/19, 5:10:52 PM, red🤣, $h@lin!
22/09/19, 5:11:09 PM, white, Mr. Buddy
22/09/19, 5:11:09 PM, what😱, $h@lin!
22/09/19, 5:11:18 PM, it ll become dirty, $h@lin!
22/09/19, 5:11:23 PM, black is cool, $h@lin!
22/09/19, 5:11:34 PM, no, Mr. Buddy
22/09/19, 5:11:55 PM, this one?, $h@lin!
Redmi K20 Pro (Pearl White, 128 GB),,
https://dl.flipkart.com/dl/redmi-k20-pro-pearl-white-128-gb/p/itm83312f3173890?pid=MOBFJV2BKJU7EMFW&cmpid=product.share.pp,,,
22/09/19, 5:12:09 PM, ha 8gb ram version, Mr. Buddy
22/09/19, 5:12:26 PM, it is not completely white, $h@lin!
22/09/19, 5:12:28 PM, nice one, $h@lin!
22/09/19, 5:12:40 PM, but problem is u are a dirty boy, $h@lin!
22/09/19, 5:12:43 PM, haaa but for gamaing it will be good, Mr. Buddy
22/09/19, 5:13:21 PM, ha but it ll turn brownish black after a month of using🤢, $h@lin!
22/09/19, 5:14:20 PM, buy 16gb ram, $h@lin!
22/09/19, 5:14:31 PM, >256gb, $h@lin!
22/09/19, 5:14:33 PM, no version is there, Mr. Buddy
22/09/19, 5:14:48 PM, about to come??, $h@lin!
22/09/19, 5:14:55 PM, no, Mr. Buddy
22/09/19, 5:15:04 PM, only 8gb??, $h@lin!
22/09/19, 5:15:11 PM, how u can play games!!!, $h@lin!
22/09/19, 5:15:22 PM, sdd is that good!, $h@lin!
22/09/19, 5:15:37 PM, ha 855 top processor, Mr. Buddy
22/09/19, 5:16:07 PM, flagship chip, Mr. Buddy
22/09/19, 5:16:10 PM, did u check out new releases?, $h@lin!
22/09/19, 5:16:17 PM, yes, Mr. Buddy
22/09/19, 5:16:32 PM, why not these phones?, $h@lin!
22/09/19, 5:16:43 PM, costly, Mr. Buddy
22/09/19, 5:16:50 PM, 😦, $h@lin!
22/09/19, 5:17:05 PM, u can buy with cash prize no, $h@lin!
22/09/19, 5:17:40 PM, no but buying phones more than 20 k is worthless for me, Mr. Buddy
22/09/19, 5:17:46 PM, men will be men😵, $h@lin!
22/09/19, 5:17:56 PM, true, $h@lin!
22/09/19, 5:17:57 PM, coz i change every two three years na, Mr. Buddy
22/09/19, 5:18:17 PM, ha dirty boys can’t maintain thr phones, $h@lin!
22/09/19, 5:19:01 PM, how, $h@lin!
22/09/19, 5:20:17 PM, u sell ur current phone?, $h@lin!
22/09/19, 5:20:30 PM, no i will keep in home, Mr. Buddy
22/09/19, 5:20:52 PM, ha that’s y so many features are running in the market, $h@lin!
22/09/19, 5:21:13 PM, yes, Mr. Buddy
22/09/19, 5:21:39 PM, anyone uses at home?, $h@lin!
22/09/19, 5:22:34 PM, see now let's say you buy iphone x max for 1 lakh but when u exchange it for iphone 11 maximum they give is 15 k only, Mr. Buddy
22/09/19, 5:22:44 PM, so rest 85k??, Mr. Buddy
22/09/19, 5:22:46 PM, waste, Mr. Buddy
22/09/19, 5:22:54 PM, that's y i prefer android, Mr. Buddy
22/09/19, 5:22:56 PM, 🥺yes, $h@lin!
22/09/19, 5:23:11 PM, actually for iphone 7 it is just 7k, $h@lin!
22/09/19, 5:23:18 PM, in android if i buy 20 k, Mr. Buddy
22/09/19, 5:23:39 PM, after one year atleast for excange i'll get 6-7 k, Mr. Buddy
22/09/19, 5:23:50 PM, ha, $h@lin!
22/09/19, 5:24:07 PM, they easily reuse the hardwares, $h@lin!
22/09/19, 5:24:45 PM, so instead of having 1 phone for 10 years with old technology i can use 10 phone for 10 years with updated techy, Mr. Buddy
